game,avg_rating,rating_count
Point Perfect,14.0,1
Legend of Grimrock 2,14.0,3
Mountain,13.966666666666667,6
Boring Man - Online Tactical Stickman Combat,13.959999999999999,5
Max Payne 3,13.939240506329115,79
Iesabel,13.9,1
Alien Breed Impact,13.9,3
Blood Bowl Dark Elves Edition,13.9,1
The Walking Dead,13.897,100
Dungeon Defenders II,13.89298245614035,57
Magic The Gathering - Duels of the Planeswalkers,13.872727272727273,11
Software Inc.,13.86,5
Fallout 2,13.81764705882353,17
Sleeping Dogs Definitive Edition,13.816666666666668,12
Hitman Absolution,13.810077519379846,129
The Forest,13.802727272727273,110
Higurashi When They Cry - Ch.1 Onikakushi,13.8,1
Ultimate General Gettysburg,13.799999999999999,3
MapleStory,13.780000000000001,10
Gems of War,13.75,4
Sid Meier's Starships,13.75,8
Unturned,13.749069148936169,752
Aion,13.733333333333334,3
Darksiders,13.72089552238806,67
The Escapists,13.714285714285714,35
Rogue Shooter The FPS Roguelike,13.7,2
RollerCoaster Tycoon 3 Platinum!,13.68125,32
The Mighty Quest For Epic Loot,13.6109375,64
Red Orchestra Ostfront 41-45,13.606666666666667,15
Company of Heroes Tales of Valor,13.59,20
Call of Duty Black Ops II - Zombies,13.585714285714285,70
Wargame Red Dragon,13.58235294117647,17
EasyAntiCheat eSports,13.579999999999998,5
"Warhammer 40,000 Dawn of War  Soulstorm",13.578260869565218,23
Influent,13.5,1
BookWorm Adventures Volume 2,13.5,1
Peggle Extreme,13.5,1
The Book of Unwritten Tales 2,13.5,2
The Book of Unwritten Tales The Critter Chronicles,13.5,2
Lost Planet 3,13.47272727272727,11
FINAL FANTASY XIII-2,13.466666666666667,9
Evolve,13.45483870967742,31
Command and Conquer Red Alert 3,13.430434782608694,23
Natural Selection 2,13.415714285714285,70
Alien Breed 3 Descent,13.4,2
Heroes of Might & Magic V,13.399999999999999,9
Rome Total War,13.397499999999999,40
Orcs Must Die! 2,13.394871794871793,78
Survival Postapocalypse Now,13.383333333333333,6
Sheltered,13.38,5
March of War,13.38,10
King's Bounty The Legend,13.375,8
Space Hulk Ascension,13.366666666666667,3
Star Wars Empire at War Gold,13.355555555555556,27
Homeworld Remastered Collection,13.335714285714285,28
Dead Space 2,13.319999999999999,20
Counter-Strike Condition Zero,13.317948717948719,117
Nancy Drew The White Wolf of Icicle Creek,13.3,1
Verdun,13.294444444444444,18
Star Wars - Battlefront II,13.272289156626504,83
Counter-Strike Nexon Zombies,13.269620253164556,79
Stronghold 2,13.266666666666666,9
Defiance,13.22027027027027,74
RIFT,13.214285714285714,49
Dead Rising 3,13.207692307692307,13
FATE,13.2,2
Fight The Dragon,13.179999999999998,5
Chivalry Medieval Warfare,13.15741935483871,155
Source Filmmaker,13.15,32
Defense Grid 2,13.133333333333333,9
Dragon's Prophet,13.125,4
Space Rangers HD A War Apart,13.12,5
Saints Row Gat out of Hell,13.1,4
Borderless Gaming,13.1,1
Fallen Enchantress,13.1,3
Beyond Good & Evil,13.1,1
Dirty Bomb,13.094444444444445,90
Soldier Front 2,13.085714285714285,7
Ticket to Ride,13.057142857142859,7
RollerCoaster Tycoon 2 Triple Thrill Pack,13.033333333333333,6
Rising Storm/Red Orchestra 2 Multiplayer,13.028735632183908,87
Lego Harry Potter,12.988888888888887,9
Cossacks Back to War,12.966666666666667,3
Sometimes Success Requires Sacrifice,12.95,2
Magic Barrage - Bitferno,12.925,4
Tom Clancy's Splinter Cell Conviction,12.905714285714286,35
Full Spectrum Warrior,12.9,1
GemCraft - Chasing Shadows,12.9,1
Dead Rising 2 Off the Record,12.899999999999999,4
Unreal Tournament Game of the Year Edition,12.86,5
Men of War Condemned Heroes,12.85,2
The Incredible Adventures of Van Helsing II,12.85,12
Serious Sam HD The Second Encounter,12.824242424242424,66
King Arthur II - The Role-playing Wargame,12.816666666666668,6
Elven Legacy,12.8,2
Element4l,12.8,1
8BitBoy,12.8,2
Men of War Vietnam,12.766666666666666,3
MicroVolts Surge,12.745454545454548,11
X-COM UFO Defense,12.73,10
Need for Speed Undercover,12.722222222222221,9
Soccer Manager 2015,12.72,5
Fable - The Lost Chapters,12.709677419354838,31
DOOM 3 Resurrection of Evil,12.7,1
Wallace & Gromit Ep 3 Muzzled!,12.7,1
Metal Planet,12.7,1
Tabletop Simulator,12.7,16
Game Dev Tycoon,12.694117647058825,68
Rocksmith,12.68888888888889,9
GunZ 2 The Second Duel,12.680952380952382,42
Realm of the Mad God,12.674137931034483,58
Dishonored (RU),12.664285714285715,14
MEDIEVAL Total War - Gold Edition,12.633333333333333,3
Cities XL 2011,12.633333333333333,6
Half-Life Source,12.608695652173912,23
Sherlock Holmes versus Jack the Ripper,12.600000000000001,2
Salt,12.6,1
Beyond Space,12.6,1
Gray Matter,12.6,2
CastleMiner Z,12.6,5
Stronghold Legends,12.6,2
Company of Heroes Europe at War,12.6,2
Take On Helicopters,12.575,4
Universe at War Earth Assault,12.571428571428571,7
Overlord,12.553333333333333,15
Planetary Annihilation,12.519047619047617,42
Sherlock Holmes Crimes and Punishments,12.5,5
Dungeon of the Endless,12.5,14
The Tiny Bang Story,12.466666666666667,6
Primal Carnage Extinction,12.45,4
Nuclear Dawn,12.425,8
Arma 2 Operation Arrowhead Beta (Obsolete),12.413333333333334,15
Castle of Illusion,12.4,1
Geometry Dash,12.387500000000001,8
Distance,12.366666666666667,3
Alien Isolation,12.355172413793104,29
Shadow Harvest Phantom Ops,12.35,2
Resident Evil Revelations 2 / Biohazard Revelations 2,12.336363636363636,11
Tales from the Borderlands,12.328571428571427,14
Nancy Drew Shadow at the Water's Edge,12.3,1
Why So Evil,12.3,5
Men of War Red Tide,12.299999999999999,3
Commandos 2 Men of Courage,12.299999999999999,3
Microsoft Flight Simulator X Steam Edition,12.282352941176471,17
Stranded Deep,12.271428571428572,28
Red Faction Guerrilla Steam Edition,12.266666666666667,33
Metro Last Light,12.24078947368421,76
"Cook, Serve, Delicious!",12.222222222222221,9
Everyday Genius SquareLogic,12.2,1
New Star Soccer 5,12.2,1
Quantum of Solace,12.2,2
Assassin's Creed,12.188235294117646,34
METAL GEAR RISING REVENGEANCE,12.180645161290323,31
Sacred Citadel,12.180000000000001,5
Aliens vs. Predator,12.174603174603174,63
DiRT 2,12.163636363636364,22
Sid Meier's Civilization IV Warlords,12.155555555555557,9
Lakeview Cabin Collection,12.149999999999999,2
Magicka,12.144642857142857,168
Dungeon Siege,12.12857142857143,7
TrackMania Stadium,12.120000000000001,10
RACE 07,12.1,19
Oniken,12.1,1
Unreal Gold,12.1,1
Sol Survivor,12.1,1
Medal of Honor(TM) Multiplayer,12.085,20
Call of Duty Black Ops II,12.02289156626506,83
Deus Ex Human Revolution - The Missing Link,12.0125,16
Aliens Colonial Marines,12.011111111111111,18
Space Colony,12.0,1
Amazing Adventures Around the World,12.0,1
AKIBA'S TRIP Undead & Undressed,12.0,2
The Walking Dead Season Two,11.975555555555555,45
Monkey Island 2 Special Edition,11.959999999999999,5
Maia,11.9,2
Ascend Hand of Kul,11.879999999999999,5
F.E.A.R. 2 Project Origin,11.86969696969697,33
Imperium Romanum Gold Edition,11.85,2
APB Reloaded,11.841489361702127,94
DiRT Rally,11.8125,16
Wild Warfare,11.8,2
Warmachine Tactics,11.799999999999999,7
Unepic,11.792307692307693,13
AirMech,11.785185185185185,27
Duke Nukem Forever,11.765714285714287,35
Plague Inc Evolved,11.76153846153846,39
Command and Conquer 3 Tiberium Wars,11.75,14
Space Quest Collection,11.75,2
Deadpool,11.745454545454544,11
"Warhammer 40,000 Dawn of War - Game of the Year Edition",11.7375,16
ArcheAge,11.727777777777778,18
Galaxy on Fire 2 Full HD,11.714285714285714,7
Flatout 3,11.7,1
Seduce Me the Otome,11.7,1
Infinity Wars - Animated Trading Card Game,11.6625,8
Resident Evil 5 / Biohazard 5,11.654166666666667,24
Squad,11.65,2
SOMA,11.641666666666666,12
Cradle,11.633333333333333,3
East India Company Gold,11.6,1
Sniper Elite 3,11.58095238095238,42
Pandora First Contact,11.55,2
MASSIVE CHALICE,11.533333333333333,3
Need for Speed Hot Pursuit,11.519047619047619,42
Injustice Gods Among Us Ultimate Edition,11.50952380952381,42
Dynasty Warriors 8 - Empires,11.5,2
Keen Dreams,11.5,1
Singularity,11.485714285714286,7
Dead Island Riptide,11.484444444444444,45
Dragon Nest Europe,11.483333333333334,12
Fable Anniversary,11.471428571428572,14
Sherlock Holmes Nemesis,11.4,3
Panzer Tactics HD,11.4,1
World of Mixed Martial Arts 3,11.4,1
Fearless Fantasy,11.4,3
Rise of Nations Extended Edition,11.357142857142858,21
Blood Bowl 2,11.34,5
Call of Duty Advanced Warfare,11.334042553191491,47
Hazard Ops,11.328571428571427,7
PT Boats Knights of the Sea,11.3,1
Love,11.3,2
Railroad Pioneer,11.3,1
Theatre of War,11.3,1
The Campaign Series Fall Weiss,11.3,1
Tap Heroes,11.3,2
Company of Heroes,11.272727272727273,44
MX vs. ATV Reflex,11.266666666666666,3
Skullgirls,11.237037037037036,27
StarForge,11.222222222222221,9
Elsword,11.221428571428572,14
The Evil Within,11.216666666666667,12
Franchise Hockey Manager 2,11.2,1
Fortix 2,11.2,1
Lego Star Wars Saga,11.166666666666666,3
Bloodline Champions,11.15,14
Broken Age,11.15,14
Trine 3 The Artifacts of Power,11.125,4
Absconding Zatwor,11.1,2
War for the Overworld,11.1,10
The Lord of the Rings Online,11.095238095238095,21
Nether,11.07391304347826,23
Spiral Knights,11.027027027027026,37
Desperados - Wanted Dead or Alive,11.0,1
Rebel Galaxy,10.98,10
Star Wolves 3 Civil War,10.966666666666667,3
Heroes & Generals,10.965895953757224,173
Broforce,10.965217391304348,23
100% Orange Juice,10.957142857142857,7
Ryse Son of Rome,10.955555555555556,18
Age of Chivalry,10.927272727272728,33
Thief,10.901724137931033,58
Freight Tycoon Inc.,10.9,1
Secret Of Magia,10.9,2
Ys The Oath in Felghana,10.899999999999999,2
Total War Battles KINGDOM,10.899999999999999,6
Call of Duty Ghosts,10.886206896551723,58
Grand Ages Rome,10.866666666666667,3
Star Wars - Jedi Knight II Jedi Outcast,10.835714285714285,14
Audiosurf,10.827083333333334,48
Tony Hawk's Pro Skater HD,10.82,5
The Lady,10.8,1
Dex,10.8,1
OlliOlli,10.8,1
DeathSpank,10.8,4
Reprisal Universe,10.8,1
Grey Goo,10.799999999999999,12
DiRT 3,10.772727272727273,33
Nosgoth,10.75421686746988,83
Metro Last Light Redux,10.717391304347826,23
A Game of Thrones - Genesis,10.714285714285714,7
Empires,10.700000000000001,3
Championship Manager 2010,10.7,1
Dreamfall The Longest Journey,10.7,1
Sid Meier's Railroads!,10.683333333333332,12
Fallout,10.670588235294119,17
SpeedRunners,10.664285714285715,42
Subnautica,10.658333333333333,12
"Pirates, Vikings, & Knights II",10.65,12
AaAaAA!!! - A Reckless Disregard for Gravity,10.65,2
Dungeon Defenders Eternity,10.633333333333333,9
Nimble Writer,10.6,1
Castle In The Darkness,10.6,1
Call of Duty Black Ops - OSX,10.6,3
Agarest Zero,10.6,3
Orcs Must Die!,10.59433962264151,53
Dungeon Siege III,10.583333333333334,18
Stronghold 3,10.574418604651163,43
Woodle Tree Adventures,10.55,2
Eldritch,10.55,2
Just Cause,10.549999999999999,6
Planetary Annihilation TITANS,10.53,10
Day of Defeat,10.515555555555554,45
Blitzkrieg 2 Anthology,10.5,2
TyranoBuilder Visual Novel Studio,10.5,1
Indigo Prophecy,10.5,3
Marvel Heroes 2015,10.49672131147541,61
F1 2014,10.485714285714286,7
"Invisible, Inc.",10.4625,8
The Cave,10.458333333333334,12
Homefront,10.457894736842105,38
Crysis Warhead,10.455555555555556,18
Royal Quest,10.45,8
Midnight Club II,10.45,2
The Golf Club,10.45,2
Brothers in Arms Hell's Highway,10.45,2
Gauntlet ,10.438709677419356,31
Road Redemption,10.4,3
M.U.D. TV,10.4,2
SONIC THE HEDGEHOG 4 Episode II,10.4,2
Depth Hunter 2 Deep Dive,10.4,1
Sanitarium,10.4,1
Creativerse,10.350000000000001,18
Emergency 2013,10.35,2
Devilian,10.344444444444443,9
Primal Carnage,10.34,15
LYNE,10.3375,8
Strike Suit Infinity,10.333333333333334,3
Shadowrun Returns,10.318181818181818,33
SMITE,10.31,60
GTR Evolution,10.3,2
Divine Divinity,10.3,1
Mortal Kombat Komplete Edition,10.28679245283019,53
GRID Autosport,10.276,25
Spore,10.26046511627907,43
realMyst Masterpiece Edition,10.25,2
Rugby League Team Manager 2015,10.25,2
Guild Wars,10.24,5
Divinity Original Sin Enhanced Edition,10.233333333333333,12
LEGO The Lord of the Rings,10.217391304347826,23
Unreal Tournament 3 Black Edition,10.203125,32
Axis Game Factory's AGFPRO 3.0,10.2,1
BioShock 2,10.179166666666667,48
The Chronicles of Riddick Assault on Dark Athena,10.166666666666666,6
Company of Heroes Opposing Fronts,10.164285714285715,14
Metro 2033,10.1625,128
Brawlhalla,10.15,44
Shadowgrounds,10.15,8
Vindictus,10.1375,16
The Wolf Among Us,10.113953488372092,43
Gothic 3 Forsaken Gods Enhanced Edition,10.100000000000001,2
Ballad of Solar,10.1,1
"Warhammer 40,000 Armageddon",10.1,1
Enforcer Police Crime Action,10.05,2
To End All Wars,10.05,2
Axiom Verge,10.033333333333333,3
Bad Hotel,10.0,1
Call of Duty 2,10.0,4
S.K.I.L.L. - Special Force 2,9.994736842105263,19
Kingdom Rush,9.9625,8
Crysis 2 Maximum Edition,9.938333333333333,60
Spec Ops The Line,9.924999999999999,48
Half-Life,9.92153846153846,65
Alice Madness Returns,9.913636363636364,22
Depth,9.911999999999999,25
Angels of Fasaria Version 2.0,9.9,1
Zombie Army Trilogy,9.9,2
Guild Wars Trilogy,9.9,1
Eets Munchies,9.899999999999999,2
Cabela's Big Game Hunter Pro Hunts,9.899999999999999,2
Resident Evil Revelations / Biohazard Revelations,9.89090909090909,11
Steel Ocean,9.875,4
PAYDAY The Heist,9.852317880794702,151
Worms Reloaded,9.85135135135135,37
Volgarr the Viking,9.85,2
Crypt of the NecroDancer,9.833333333333334,12
DOOM II Hell on Earth,9.833333333333334,3
HAWKEN,9.828571428571427,56
Batla,9.825,4
Tom Clancy's Rainbow Six Vegas 2,9.818181818181818,11
Loadout Campaign Beta,9.809999999999999,10
Back to Dinosaur Island ,9.8,1
RPG Maker 2000,9.8,1
Disciples III Resurrection,9.8,1
Spectraball,9.799999999999999,3
RUNNING WITH RIFLES,9.799999999999999,3
Stronghold Crusader HD,9.783333333333333,18
Europa Universalis III,9.75,10
Shoot Many Robots,9.75,6
The Long Dark,9.742857142857142,21
DOOM 3 BFG Edition,9.725,16
Blades of Time,9.72,5
BRINK,9.700000000000001,24
Blur,9.7,5
Day of Defeat Source,9.697916666666666,96
Ace of Spades,9.69433962264151,53
Dark Messiah of Might & Magic Single Player,9.686666666666667,15
Warface,9.68348623853211,109
Transformice,9.660869565217393,23
X-COM Apocalypse,9.633333333333333,3
F.E.A.R. 3,9.630952380952381,42
Counter-Strike Condition Zero Deleted Scenes,9.609756097560975,41
NASCAR '14,9.6,1
A.R.E.S. Extinction Agenda EX,9.6,1
LEGO Worlds,9.594117647058823,17
Survarium,9.566666666666666,30
Camera Obscura,9.55,2
Crysis,9.548717948717949,39
Block N Load,9.546153846153846,26
IL-2 Sturmovik Cliffs of Dover,9.544444444444444,9
BioShock,9.535051546391752,97
Bloody Good Time,9.533333333333333,3
Starpoint Gemini 2,9.53,10
Divinity Dragon Commander,9.52,10
Insurgency Modern Infantry Combat,9.502380952380953,42
Pox Nora,9.5,2
WRC Powerslide,9.5,1
Street Fighter IV,9.5,8
Foreign Legion Buckets of Blood,9.5,1
Letter Quest Grimm's Journey,9.5,1
Half-Life 2 Episode Two,9.488888888888889,117
Earth 2160,9.483333333333333,6
Space Hulk,9.48,5
The Raven - Legacy of a Master Thief,9.475,4
World in Conflict Soviet Assault,9.459999999999999,5
Insaniquarium! Deluxe,9.45,4
Everlasting Summer,9.45,20
MXGP - The Official Motocross Videogame,9.45,2
D.I.P.R.I.P. Warm Up,9.440000000000001,5
Just Cause 2 Multiplayer Mod,9.379710144927538,69
Skulls of the Shogun,9.375,4
Harvest Massive Encounter,9.366666666666667,3
Firefall,9.353061224489796,49
District 187,9.35,2
Hammerfight,9.35,2
Arma 2,9.346575342465753,73
Titan Quest,9.330769230769231,26
The Maw,9.3,4
Hearts of Iron II Complete,9.3,2
Startopia,9.3,1
ArtRage Studio Pro,9.3,1
Sniper Elite V2,9.283076923076923,130
Grow Home,9.27,10
OMSI 2,9.266666666666667,3
Take On Mars,9.266666666666666,3
Farm for your Life,9.25,2
King Arthur Collection,9.25,2
Anna's Quest,9.25,2
Relic Hunters Zero,9.233333333333333,9
Command and Conquer 4 Tiberian Twilight,9.216666666666667,12
TransOcean The Shipping Company,9.200000000000001,3
Super 3-D Noah's Ark,9.2,1
Chronicles of a Dark Lord Episode 1 Tides of Fate Complete,9.2,1
Parcel,9.2,1
Car Mechanic Simulator 2015,9.191666666666666,12
Starbound - Unstable,9.157142857142857,7
Arctic Combat,9.15,2
Dungeons & Dragons Chronicles of Mystara,9.149999999999999,2
Synergy,9.149999999999999,36
F.E.A.R.,9.133333333333333,15
Ghost Master,9.125,4
Sunless Sea,9.122222222222222,9
Dawn of Discovery,9.100000000000001,2
The Incredible Adventures of Van Helsing III,9.1,1
From Dust,9.1,23
The Testament of Sherlock Holmes,9.085714285714285,14
Sonic Generations,9.077777777777778,18
Deus Ex Game of the Year Edition,9.055,20
Cubic Castles,9.009090909090908,11
Dominions 4,9.0,1
Hotel Dash,9.0,1
Jagged Alliance 2 - Wildfire ,9.0,3
The Stomping Land,9.0,7
Airport Madness World Edition,9.0,1
Spacebase DF-9,8.985714285714286,7
KickBeat Steam Edition,8.983333333333333,6
Chaos on Deponia,8.977777777777778,9
Krater,8.950000000000001,8
DeathSpank Thongs Of Virtue,8.95,2
Full Mojo Rampage,8.944444444444445,9
Child of Light,8.942105263157895,19
Uncrowded,8.940000000000001,5
Hitman Sniper Challenge,8.92,5
Two Worlds Epic Edition,8.92,15
Hard Reset,8.9125,8
Guns of Icarus Online,8.905454545454546,55
Valdis Story Abyssal City,8.9,3
Boid,8.9,1
Starscape,8.9,1
Magical Diary,8.9,1
State of Decay Year-One,8.9,2
Build-A-Lot,8.9,1
Red Faction Armageddon,8.845161290322581,31
Polarity,8.837499999999999,8
Echo of Soul,8.835714285714285,14
The Bureau XCOM Declassified,8.814285714285715,14
The Legend of Korra,8.814285714285715,7
Omegalodon,8.8,1
Out of the Park Baseball 16,8.8,1
Death Rally,8.8,2
Gun Metal,8.8,1
Legends of Aethereus,8.8,1
Broken Sword 1 - Shadow of the Templars Director's Cut,8.799999999999999,3
Alan Wake,8.779710144927536,69
"Warhammer 40,000 Dawn of War  Winter Assault",8.77142857142857,7
Pixel Piracy,8.755555555555555,18
Dust An Elysian Tail,8.736842105263158,38
Sunrider Mask of Arcadius,8.733333333333333,3
Sakura Clicker,8.726923076923077,26
Bulletstorm,8.721052631578948,19
Lost Planet Extreme Condition,8.716666666666667,6
Mini Ninjas,8.7,1
Dustforce,8.675,8
Gnomoria,8.675,4
Hitman Codename 47,8.666666666666666,3
Post Apocalyptic Mayhem,8.66,5
Mafia,8.65,4
War of the Vikings,8.65,2
Gotham City Impostors Free To Play,8.642857142857142,35
Lambda Wars Beta,8.633333333333333,6
Infested Planet,8.633333333333333,6
Toribash,8.63170731707317,41
Interstellar Marines,8.625,4
Monday Night Combat,8.606666666666666,15
Letter Quest Grimm's Journey Remastered,8.6,1
Besiege,8.6,68
resident evil 4 / biohazard 4,8.6,11
Ether One,8.6,3
Greyfox,8.6,3
Stonehearth,8.58,5
Nation Red,8.569999999999999,10
Call of Juarez The Cartel,8.558333333333334,12
One Finger Death Punch,8.557142857142857,21
The Darkness II,8.555172413793104,29
The Guild II Renaissance,8.55,10
Viridi,8.549999999999999,2
Mystery P.I. The Lottery Ticket,8.549999999999999,2
Burnout Paradise The Ultimate Box,8.533333333333333,54
NOT A HERO,8.533333333333333,3
Driver San Francisco,8.525,12
Sid Meier's Pirates!,8.511111111111111,18
Frozen Synapse,8.505555555555555,18
Far Cry 2,8.502857142857144,35
Worms Revolution,8.502564102564103,39
Clockwork Empires,8.5,1
Scribblenauts Unmasked,8.5,5
System Protocol One,8.5,1
Alien Breed 2 Assault,8.5,4
Airport Simulator 2014,8.5,1
Of Orcs And Men,8.5,5
Dead Island Epidemic,8.494285714285715,70
Sniper Ghost Warrior 2,8.47857142857143,28
Multiwinia,8.475,4
Half-Life 2 Deathmatch,8.450526315789473,95
iBomber Defense Pacific,8.45,2
Call of Juarez Gunslinger,8.442499999999999,40
Rebuild 3 Gangs of Deadsville,8.4,1
Star Traders 4X Empires,8.4,1
Earth 2150 The Moon Project,8.4,1
Castle Crashers,8.398290598290599,117
Wolfenstein The Old Blood ,8.372727272727273,11
FINAL FANTASY VIII,8.368181818181817,22
Godus,8.366666666666667,15
Prince of Persia Warrior Within,8.366666666666665,3
ArcaniA,8.357142857142858,7
Crusaders of the Lost Idols,8.35,2
Skullgirls Endless Beta,8.35,8
Why So Evil 2 Dystopia,8.35,2
Metro 2033 Redux,8.346666666666668,30
Mercenary Kings,8.31111111111111,9
Star Wolves,8.3,1
Gaokao.Love.100Days,8.3,2
Burgers,8.3,2
Nancy Drew The Deadly Device,8.3,2
Q.U.B.E.,8.3,1
Tea Party Simulator 2015,8.3,2
Binary Domain,8.3,4
Hunted The Demon's Forge,8.25,4
Brothers in Arms Road to Hill 30,8.25,2
Guacamelee! Gold Edition,8.236363636363636,22
WRC 4 FIA WORLD RALLY CHAMPIONSHIP,8.233333333333333,3
How to Survive,8.225531914893617,47
Rivals of Aether,8.200000000000001,3
Road Not Taken,8.2,1
Atlantica Online,8.2,1
No Time To Explain Remastered,8.2,2
Audition Online,8.2,1
Jagged Alliance Flashback,8.2,1
POSTAL 2,8.19375,32
Front Mission Evolved,8.185714285714285,7
Far Cry,8.176923076923076,13
Tribes Ascend,8.152,25
Turbo Dismount,8.15,14
Wind of Luck Arena,8.15,4
Mark of the Ninja,8.141176470588235,51
Legends of Pegasus,8.133333333333333,3
Peggle Nights,8.125,4
Call of Juarez Bound in Blood,8.125,4
Shadow Warrior,8.117391304347825,23
Need for Speed SHIFT,8.116666666666667,6
Galactic Civilizations II Ultimate Edition,8.10625,16
Manyland,8.1,1
DCS World,8.1,4
Myst Masterpiece Edition,8.1,1
STAR WARS X-Wing vs. TIE Fighter,8.1,1
Sam & Max 202 Moai Better Blues,8.1,1
Memoir '44 Online,8.1,1
Community College Hero Trial by Fire,8.1,1
Villagers and Heroes,8.075,8
BeamNG.drive,8.066666666666666,15
Aftermath,8.05151515151515,33
Zombies Monsters Robots,8.045,20
Overgrowth,8.025,4
Aura Kingdom,8.024,25
Nom Nom Galaxy,8.0,1
Fahrenheit Indigo Prophecy Remastered,8.0,2
SpaceChem,7.99,20
Faerie Solitaire,7.9799999999999995,5
Loadout,7.959663865546219,119
Clive Barker's Jericho,7.949999999999999,2
Nuclear Throne,7.9375,8
Secret Files Tunguska,7.9,1
Kohan Immortal Sovereigns,7.9,1
Obscure,7.9,1
Codename CURE,7.893333333333333,15
Medal of Honor(TM) Single Player,7.892307692307692,26
Sonic & All-Stars Racing Transformed,7.886956521739131,23
Max Payne,7.87,10
Alien Swarm,7.866486486486486,185
METAL GEAR SOLID V GROUND ZEROES,7.8625,32
ENSLAVED Odyssey to the West Premium Edition,7.85,2
Star Conflict,7.845714285714286,35
Ys Origin,7.8428571428571425,7
Lost Saga North America,7.833333333333333,3
Uplink,7.8125,8
Portal Stories Mel,7.80625,16
No More Room in Hell,7.8026490066225165,151
Creeper World 3 Arc Eternal,7.8,3
Railroad Tycoon 3,7.8,2
Zombie Grinder,7.8,1
Mishap An Accidental Haunting,7.8,2
Steredenn,7.8,1
Incoming Forces,7.8,1
Amnesia The Dark Descent,7.798591549295775,71
Beat Hazard,7.7875000000000005,24
Trine 2,7.775471698113208,106
Styx Master of Shadows,7.771428571428571,7
Shattered Horizon,7.7625,8
THE KING OF FIGHTERS 2002 UNLIMITED MATCH,7.75,2
MacGuffin's Curse,7.75,2
The Ball,7.75,10
Star Wars The Force Unleashed II,7.7375,8
Jigoku Kisetsukan Sense of the Seasons,7.733333333333333,3
F.E.A.R. Extraction Point,7.7,5
Overture,7.7,2
Carmageddon Reincarnation,7.666666666666667,3
The Amazing Spider-Man,7.666666666666667,3
Far Cry 3 Blood Dragon,7.663333333333333,30
Octodad Dadliest Catch,7.663157894736842,19
Archeblade,7.65625,32
Deponia,7.65,22
Airline Tycoon 2,7.65,4
Super Monday Night Combat,7.65,16
Door Kickers,7.6499999999999995,8
Sonic Adventure 2 ,7.633333333333334,9
Star Wars The Force Unleashed Ultimate Sith Edition,7.622727272727272,22
Scribblenauts Unlimited,7.617999999999999,50
Ghostbusters The Video Game,7.614285714285714,7
Bastion,7.607142857142857,84
Master Levels for DOOM II,7.6,1
Endless Sky,7.6,2
Blazing Angels Squadrons of WWII,7.6,1
Silent Storm Sentinels,7.6,1
City of Heroes,7.6,1
ToCA Race Driver 3,7.6,2
Grand Theft Auto Vice City,7.589655172413793,29
Sanctum 2,7.576923076923077,39
The Albino Hunter,7.566666666666666,3
Merchants of Kaidan,7.55,2
Secrets of Grindea,7.533333333333334,3
Dreamfall Chapters,7.533333333333334,3
Fairy Bloom Freesia,7.533333333333332,6
CastleStorm,7.529999999999999,10
Dead Space,7.523809523809524,42
Serious Sam 3 BFE,7.5017543859649125,57
Lilly Looking Through,7.5,1
Runaway A Road Adventure,7.5,1
ORION Prelude,7.5,52
La-Mulana,7.5,2
Cubemen 2,7.5,2
Satellite Reign,7.5,4
QuestRun,7.4799999999999995,5
The Longest Journey,7.466666666666666,3
Metro Conflict,7.444444444444445,9
Kane & Lynch 2 Dog Days,7.418181818181818,11
Brtal Legend,7.406896551724138,29
Lumino City,7.4,1
Split/Second,7.4,1
DiRT,7.4,1
Nancy Drew The Captive Curse,7.4,1
Cast of the Seven Godsends,7.4,1
Mirror's Edge,7.391176470588236,68
Devil May Cry 4 Special Edition,7.366666666666667,3
FEZ,7.338709677419355,31
X Rebirth,7.333333333333333,6
Horizon,7.300000000000001,3
Crazy Machines 2,7.3,2
The Walking Dead Survival Instinct,7.3,1
Outlast,7.292156862745098,51
Trine,7.274074074074075,54
A New Beginning - Final Cut,7.266666666666667,3
Thief Deadly Shadows,7.26,5
Tom Clancy's H.A.W.X.,7.25,2
GoD Factory Wingmen,7.25,2
Sid Meier's Civilization IV Colonization,7.228571428571429,7
DOOM 3,7.222222222222222,9
Atom Zombie Smasher ,7.22,15
Poker Night at the Inventory,7.21923076923077,26
Tactical Intervention,7.203571428571428,28
Nancy Drew Danger By Design,7.2,1
Grim Legends The Forsaken Bride,7.2,5
METAL SLUG X,7.2,1
Cloudberry Kingdom,7.2,1
Buccaneer The Pursuit of Infamy,7.2,1
Rotieer,7.2,1
Mind Path to Thalamus Enhanced Edition,7.2,2
Roguelands,7.2,1
Nancy Drew Tomb of the Lost Queen,7.2,2
Star Wars Dark Forces,7.171428571428572,7
Small World 2,7.166666666666667,3
Magicka Wizard Wars,7.15625,64
DiRT Showdown,7.152941176470588,17
KnightShift,7.15,2
RPG MO,7.133333333333333,3
Closure,7.133333333333333,3
Piercing Blow,7.133333333333333,3
Devil May Cry 4,7.13125,16
Receiver,7.1000000000000005,3
Gravilon,7.1,2
Batman Arkham Origins Blackgate - Deluxe Edition,7.1,2
Tiny Brains,7.1,1
Might & Magic Heroes VII ,7.1,2
Hatoful Boyfriend,7.083333333333333,6
Hand Of Fate,7.06,5
Dead Rising 2,7.05,18
BLOCKADE 3D,7.0479452054794525,73
Gotham City Impostors,7.0181818181818185,11
